nace_r2,geo,time,pers2_FTE_RSE,pers2_FTE_TOTAL,pers2_HC_RSE,pers2_HC_TOTAL,exp2_MIO_EUR,exp2_PC_TOT,fem2_FTE_RSE
G-N,SE,2011,9692.0,16637.0,11148.0,19578.0,2550.998,28.07,11148.0
G-N,SE,2011,9692.0,16637.0,11148.0,19578.0,2550.998,28.07,16637.0
G-N,SE,2011,9692.0,16637.0,11148.0,19578.0,2550.998,28.07,19578.0
G-N,SE,2012,,,,,,,
G-N,SE,2012,,,,,,,
G-N,SE,2012,,,,,,,
G-N,SE,2012,,,,,,,
G-N,SE,2012,,,,,,,
G-N,SE,2012,,,,,,,
G-N,SE,2012,,,,,,,
G-N,SE,2013,13153.0,17892.0,16352.0,22513.0,2802.404,28.21,3236.0
G-N,SE,2013,13153.0,17892.0,16352.0,22513.0,2802.404,28.21,
G-N,SE,2013,13153.0,17892.0,16352.0,22513.0,2802.404,28.21,6217.0
G-N,SE,2013,13153.0,17892.0,16352.0,22513.0,2802.404,28.21,13153.0
G-N,SE,2013,13153.0,17892.0,16352.0,22513.0,2802.404,28.21,16352.0
G-N,SE,2013,13153.0,17892.0,16352.0,22513.0,2802.404,28.21,17892.0
G-N,SE,2013,13153.0,17892.0,16352.0,22513.0,2802.404,28.21,22513.0
G-N,SE,2014,,,,,,,
G-N,SE,2014,,,,,,,
G-N,SE,2014,,,,,,,
G-N,SE,2014,,,,,,,
G-N,SE,2014,,,,,,,
G-N,SE,2014,,,,,,,
G-N,SE,2014,,,,,,,
G-N,SE,2015,,,,,,,
G-N,SE,2015,,,,,,,
G-N,SE,2015,,,,,,,
G-N,SE,2015,,,,,,,
G-N,SE,2015,,,,,,,
G-N,SE,2015,,,,,,,
G-N,SE,2015,,,,,,,
G-N,SE,2016,,,,,,,
G-N,SE,2016,,,,,,,
G-N,SE,2016,,,,,,,
G-N,SE,2016,,,,,,,
G-N,SE,2016,,,,,,,
G-N,SE,2016,,,,,,,
G-N,SE,2016,,,,,,,
G-N,SE,2017,,,,,,,
G-N,SE,2017,,,,,,,
G-N,SE,2017,,,,,,,
G-N,SE,2017,,,,,,,
G-N,SE,2017,,,,,,,
G-N,SE,2017,,,,,,,
G-N,SE,2017,,,,,,,
G-N,SE,2018,,,,,,,
G-N,SE,2018,,,,,,,
G-N,SE,2018,,,,,,,
G-N,SE,2018,,,,,,,
G-N,SE,2018,,,,,,,
G-N,SE,2018,,,,,,,
G-N,SE,2018,,,,,,,
G-N,SE,2019,,,,,,,
G-N,SE,2019,,,,,,,
G-N,SE,2019,,,,,,,
G-N,SE,2019,,,,,,,
G-N,SE,2019,,,,,,,
G-N,SE,2019,,,,,,,
G-N,SE,2019,,,,,,,
G-N,SE,2020,,,,,,,
G-N,SE,2020,,,,,,,
G-N,SE,2020,,,,,,,
G-N,SE,2020,,,,,,,
G-N,SE,2020,,,,,,,
G-N,SE,2020,,,,,,,
G-N,SE,2020,,,,,,,
G-N,SE,2021,,,,,,,
G-N,SE,2021,,,,,,,
G-N,SE,2021,,,,,,,
G-N,SE,2021,,,,,,,
G-N,SE,2021,,,,,,,
G-N,SE,2021,,,,,,,
G-N,SE,2021,,,,,,,
G-N,SE,2022,,,,,,,
G-N,SE,2022,,,,,,,
G-N,SE,2022,,,,,,,
G-N,SE,2022,,,,,,,
G-N,SE,2022,,,,,,,
G-N,SE,2022,,,,,,,
G-N,SE,2022,,,,,,,
G-N,SE,2023,39771.2,44047.1,43120.0,47843.0,5932.079,40.99,
G-N,SE,2023,39771.2,44047.1,43120.0,47843.0,5932.079,40.99,
G-N,SE,2023,39771.2,44047.1,43120.0,47843.0,5932.079,40.99,
G-N,SE,2023,39771.2,44047.1,43120.0,47843.0,5932.079,40.99,
G-N,SE,2023,39771.2,44047.1,43120.0,47843.0,5932.079,40.99,
G-N,SE,2023,39771.2,44047.1,43120.0,47843.0,5932.079,40.99,
G-N,SE,2023,39771.2,44047.1,43120.0,47843.0,5932.079,40.99,
G-N,SI,2005,,,,,,,
G-N,SI,2005,,,,,,,
G-N,SI,2005,,,,,,,
G-N,SI,2005,,,,,,,
G-N,SI,2005,,,,,,,
G-N,SI,2005,,,,,,,
G-N,SI,2005,,,,,,,
G-N,SI,2006,,,,,,,
G-N,SI,2006,,,,,,,
G-N,SI,2006,,,,,,,
G-N,SI,2006,,,,,,,
G-N,SI,2006,,,,,,,
G-N,SI,2006,,,,,,,
G-N,SI,2006,,,,,,,
G-N,SI,2007,,,,,,,
G-N,SI,2007,,,,,,,
G-N,SI,2007,,,,,,,
G-N,SI,2007,,,,,,,
G-N,SI,2007,,,,,,,
G-N,SI,2007,,,,,,,
G-N,SI,2007,,,,,,,
G-N,SI,2008,1076.0,1681.0,1271.0,2147.0,64.893,16.29,
G-N,SI,2008,1076.0,1681.0,1271.0,2147.0,64.893,16.29,256.0
G-N,SI,2008,1076.0,1681.0,1271.0,2147.0,64.893,16.29,527.0
G-N,SI,2008,1076.0,1681.0,1271.0,2147.0,64.893,16.29,1076.0
G-N,SI,2008,1076.0,1681.0,1271.0,2147.0,64.893,16.29,1271.0
G-N,SI,2008,1076.0,1681.0,1271.0,2147.0,64.893,16.29,1681.0
G-N,SI,2008,1076.0,1681.0,1271.0,2147.0,64.893,16.29,2147.0
G-N,SI,2009,1029.0,1784.0,1251.0,2252.0,82.771,19.5,
G-N,SI,2009,1029.0,1784.0,1251.0,2252.0,82.771,19.5,266.0
G-N,SI,2009,1029.0,1784.0,1251.0,2252.0,82.771,19.5,515.0
G-N,SI,2009,1029.0,1784.0,1251.0,2252.0,82.771,19.5,1029.0
G-N,SI,2009,1029.0,1784.0,1251.0,2252.0,82.771,19.5,1251.0
G-N,SI,2009,1029.0,1784.0,1251.0,2252.0,82.771,19.5,1784.0
G-N,SI,2009,1029.0,1784.0,1251.0,2252.0,82.771,19.5,2252.0
G-N,SI,2010,1120.0,1908.0,1396.0,2442.0,103.37,20.44,
G-N,SI,2010,1120.0,1908.0,1396.0,2442.0,103.37,20.44,307.0
G-N,SI,2010,1120.0,1908.0,1396.0,2442.0,103.37,20.44,604.0
G-N,SI,2010,1120.0,1908.0,1396.0,2442.0,103.37,20.44,1120.0
G-N,SI,2010,1120.0,1908.0,1396.0,2442.0,103.37,20.44,1396.0
G-N,SI,2010,1120.0,1908.0,1396.0,2442.0,103.37,20.44,1908.0
G-N,SI,2010,1120.0,1908.0,1396.0,2442.0,103.37,20.44,2442.0
G-N,SI,2011,1881.0,3733.0,2436.0,5065.0,196.212,29.71,
G-N,SI,2011,1881.0,3733.0,2436.0,5065.0,196.212,29.71,649.0
G-N,SI,2011,1881.0,3733.0,2436.0,5065.0,196.212,29.71,1385.0
G-N,SI,2011,1881.0,3733.0,2436.0,5065.0,196.212,29.71,1881.0
G-N,SI,2011,1881.0,3733.0,2436.0,5065.0,196.212,29.71,2436.0
G-N,SI,2011,1881.0,3733.0,2436.0,5065.0,196.212,29.71,3733.0
G-N,SI,2011,1881.0,3733.0,2436.0,5065.0,196.212,29.71,5065.0
G-N,SI,2012,2153.0,3936.0,2701.0,5349.0,257.067,36.56,
G-N,SI,2012,2153.0,3936.0,2701.0,5349.0,257.067,36.56,689.0
G-N,SI,2012,2153.0,3936.0,2701.0,5349.0,257.067,36.56,1401.0
G-N,SI,2012,2153.0,3936.0,2701.0,5349.0,257.067,36.56,2153.0
G-N,SI,2012,2153.0,3936.0,2701.0,5349.0,257.067,36.56,2701.0
G-N,SI,2012,2153.0,3936.0,2701.0,5349.0,257.067,36.56,3936.0
G-N,SI,2012,2153.0,3936.0,2701.0,5349.0,257.067,36.56,5349.0
G-N,SI,2013,2200.0,4020.0,2850.0,5624.0,239.08,33.41,
G-N,SI,2013,2200.0,4020.0,2850.0,5624.0,239.08,33.41,748.0
G-N,SI,2013,2200.0,4020.0,2850.0,5624.0,239.08,33.41,1440.0
G-N,SI,2013,2200.0,4020.0,2850.0,5624.0,239.08,33.41,2200.0
G-N,SI,2013,2200.0,4020.0,2850.0,5624.0,239.08,33.41,2850.0
G-N,SI,2013,2200.0,4020.0,2850.0,5624.0,239.08,33.41,4020.0
G-N,SI,2013,2200.0,4020.0,2850.0,5624.0,239.08,33.41,5624.0
G-N,SI,2014,2164.0,3902.0,2855.0,5452.0,223.56,32.47,
G-N,SI,2014,2164.0,3902.0,2855.0,5452.0,223.56,32.47,706.0
G-N,SI,2014,2164.0,3902.0,2855.0,5452.0,223.56,32.47,1389.0
G-N,SI,2014,2164.0,3902.0,2855.0,5452.0,223.56,32.47,2164.0
G-N,SI,2014,2164.0,3902.0,2855.0,5452.0,223.56,32.47,2855.0
G-N,SI,2014,2164.0,3902.0,2855.0,5452.0,223.56,32.47,3902.0
G-N,SI,2014,2164.0,3902.0,2855.0,5452.0,223.56,32.47,5452.0
G-N,SI,2015,1795.0,3428.0,2450.0,5063.0,183.385,28.19,404.0
G-N,SI,2015,1795.0,3428.0,2450.0,5063.0,183.385,28.19,584.0
G-N,SI,2015,1795.0,3428.0,2450.0,5063.0,183.385,28.19,1196.0
G-N,SI,2015,1795.0,3428.0,2450.0,5063.0,183.385,28.19,1795.0
G-N,SI,2015,1795.0,3428.0,2450.0,5063.0,183.385,28.19,2450.0
G-N,SI,2015,1795.0,3428.0,2450.0,5063.0,183.385,28.19,3428.0
G-N,SI,2015,1795.0,3428.0,2450.0,5063.0,183.385,28.19,5063.0
G-N,SI,2016,1798.0,3261.0,2455.0,4599.0,143.895,23.41,381.0
G-N,SI,2016,1798.0,3261.0,2455.0,4599.0,143.895,23.41,536.0
G-N,SI,2016,1798.0,3261.0,2455.0,4599.0,143.895,23.41,1044.0
G-N,SI,2016,1798.0,3261.0,2455.0,4599.0,143.895,23.41,1798.0
G-N,SI,2016,1798.0,3261.0,2455.0,4599.0,143.895,23.41,2455.0
G-N,SI,2016,1798.0,3261.0,2455.0,4599.0,143.895,23.41,3261.0
G-N,SI,2016,1798.0,3261.0,2455.0,4599.0,143.895,23.41,4599.0
G-N,SI,2017,2410.0,3554.0,3427.0,5306.0,148.14,24.69,464.0
G-N,SI,2017,2410.0,3554.0,3427.0,5306.0,148.14,24.69,
G-N,SI,2017,2410.0,3554.0,3427.0,5306.0,148.14,24.69,1135.0
G-N,SI,2017,2410.0,3554.0,3427.0,5306.0,148.14,24.69,2410.0
G-N,SI,2017,2410.0,3554.0,3427.0,5306.0,148.14,24.69,3427.0
G-N,SI,2017,2410.0,3554.0,3427.0,5306.0,148.14,24.69,3554.0
G-N,SI,2017,2410.0,3554.0,3427.0,5306.0,148.14,24.69,5306.0
G-N,SI,2018,2668.9,3833.7,3842.0,5681.0,165.961,25.05,533.4
G-N,SI,2018,2668.9,3833.7,3842.0,5681.0,165.961,25.05,
G-N,SI,2018,2668.9,3833.7,3842.0,5681.0,165.961,25.05,1283.0
G-N,SI,2018,2668.9,3833.7,3842.0,5681.0,165.961,25.05,2668.9
G-N,SI,2018,2668.9,3833.7,3842.0,5681.0,165.961,25.05,3842.0
G-N,SI,2018,2668.9,3833.7,3842.0,5681.0,165.961,25.05,3833.7
G-N,SI,2018,2668.9,3833.7,3842.0,5681.0,165.961,25.05,5681.0
G-N,SI,2019,2656.7,4065.1,3968.0,6152.0,182.211,24.92,567.3
G-N,SI,2019,2656.7,4065.1,3968.0,6152.0,182.211,24.92,878.0
G-N,SI,2019,2656.7,4065.1,3968.0,6152.0,182.211,24.92,1454.0
G-N,SI,2019,2656.7,4065.1,3968.0,6152.0,182.211,24.92,2656.7
G-N,SI,2019,2656.7,4065.1,3968.0,6152.0,182.211,24.92,3968.0
G-N,SI,2019,2656.7,4065.1,3968.0,6152.0,182.211,24.92,4065.1
G-N,SI,2019,2656.7,4065.1,3968.0,6152.0,182.211,24.92,6152.0
G-N,SI,2020,2779.9,3898.6,4071.0,5998.0,190.847,25.84,591.8
G-N,SI,2020,2779.9,3898.6,4071.0,5998.0,190.847,25.84,
G-N,SI,2020,2779.9,3898.6,4071.0,5998.0,190.847,25.84,1384.0
G-N,SI,2020,2779.9,3898.6,4071.0,5998.0,190.847,25.84,2779.9
G-N,SI,2020,2779.9,3898.6,4071.0,5998.0,190.847,25.84,4071.0
G-N,SI,2020,2779.9,3898.6,4071.0,5998.0,190.847,25.84,3898.6
G-N,SI,2020,2779.9,3898.6,4071.0,5998.0,190.847,25.84,5998.0
G-N,SI,2021,2469.8,3713.6,3536.0,,203.002,24.88,544.5
G-N,SI,2021,2469.8,3713.6,3536.0,,203.002,24.88,784.0
G-N,SI,2021,2469.8,3713.6,3536.0,,203.002,24.88,1305.0
G-N,SI,2021,2469.8,3713.6,3536.0,,203.002,24.88,2469.8
G-N,SI,2021,2469.8,3713.6,3536.0,,203.002,24.88,3536.0
G-N,SI,2021,2469.8,3713.6,3536.0,,203.002,24.88,3713.6
G-N,SI,2021,2469.8,3713.6,3536.0,,203.002,24.88,
G-N,SI,2022,2517.2,3557.0,3745.0,5368.0,190.007,22.62,555.4
G-N,SI,2022,2517.2,3557.0,3745.0,5368.0,190.007,22.62,842.0
G-N,SI,2022,2517.2,3557.0,3745.0,5368.0,190.007,22.62,1300.0
G-N,SI,2022,2517.2,3557.0,3745.0,5368.0,190.007,22.62,2517.2
G-N,SI,2022,2517.2,3557.0,3745.0,5368.0,190.007,22.62,3745.0
G-N,SI,2022,2517.2,3557.0,3745.0,5368.0,190.007,22.62,3557.0
G-N,SI,2022,2517.2,3557.0,3745.0,5368.0,190.007,22.62,5368.0
G-N,SI,2023,2632.0,3895.0,3660.0,5487.0,222.684,23.73,
G-N,SI,2023,2632.0,3895.0,3660.0,5487.0,222.684,23.73,
G-N,SI,2023,2632.0,3895.0,3660.0,5487.0,222.684,23.73,
G-N,SI,2023,2632.0,3895.0,3660.0,5487.0,222.684,23.73,
G-N,SI,2023,2632.0,3895.0,3660.0,5487.0,222.684,23.73,
G-N,SI,2023,2632.0,3895.0,3660.0,5487.0,222.684,23.73,
G-N,SI,2023,2632.0,3895.0,3660.0,5487.0,222.684,23.73,
G-N,SK,2005,1307.4,2089.0,1585.0,2650.0,51.137,52.78,489.0
G-N,SK,2005,1307.4,2089.0,1585.0,2650.0,51.137,52.78,589.0
G-N,SK,2005,1307.4,2089.0,1585.0,2650.0,51.137,52.78,1054.0
G-N,SK,2005,1307.4,2089.0,1585.0,2650.0,51.137,52.78,1307.4
G-N,SK,2005,1307.4,2089.0,1585.0,2650.0,51.137,52.78,1585.0
G-N,SK,2005,1307.4,2089.0,1585.0,2650.0,51.137,52.78,2089.0
G-N,SK,2005,1307.4,2089.0,1585.0,2650.0,51.137,52.78,2650.0
G-N,SK,2006,1266.0,1851.8,1605.0,2533.0,46.831,50.22,467.2
G-N,SK,2006,1266.0,1851.8,1605.0,2533.0,46.831,50.22,549.0
G-N,SK,2006,1266.0,1851.8,1605.0,2533.0,46.831,50.22,900.0
G-N,SK,2006,1266.0,1851.8,1605.0,2533.0,46.831,50.22,1266.0
G-N,SK,2006,1266.0,1851.8,1605.0,2533.0,46.831,50.22,1605.0
G-N,SK,2006,1266.0,1851.8,1605.0,2533.0,46.831,50.22,1851.8
G-N,SK,2006,1266.0,1851.8,1605.0,2533.0,46.831,50.22,2533.0
G-N,SK,2007,977.1,1500.3,1255.0,2140.0,48.701,48.84,269.9
G-N,SK,2007,977.1,1500.3,1255.0,2140.0,48.701,48.84,342.0
G-N,SK,2007,977.1,1500.3,1255.0,2140.0,48.701,48.84,711.0
G-N,SK,2007,977.1,1500.3,1255.0,2140.0,48.701,48.84,977.1
G-N,SK,2007,977.1,1500.3,1255.0,2140.0,48.701,48.84,1255.0
G-N,SK,2007,977.1,1500.3,1255.0,2140.0,48.701,48.84,1500.3
G-N,SK,2007,977.1,1500.3,1255.0,2140.0,48.701,48.84,2140.0
G-N,SK,2008,752.0,1196.3,937.0,1554.0,46.568,35.61,162.8
G-N,SK,2008,752.0,1196.3,937.0,1554.0,46.568,35.61,216.0
G-N,SK,2008,752.0,1196.3,937.0,1554.0,46.568,35.61,519.0
G-N,SK,2008,752.0,1196.3,937.0,1554.0,46.568,35.61,752.0
G-N,SK,2008,752.0,1196.3,937.0,1554.0,46.568,35.61,937.0
G-N,SK,2008,752.0,1196.3,937.0,1554.0,46.568,35.61,1196.3
G-N,SK,2008,752.0,1196.3,937.0,1554.0,46.568,35.61,1554.0
G-N,SK,2009,727.7,1175.9,888.0,1503.0,38.695,31.11,155.1
G-N,SK,2009,727.7,1175.9,888.0,1503.0,38.695,31.11,200.0
G-N,SK,2009,727.7,1175.9,888.0,1503.0,38.695,31.11,491.0
G-N,SK,2009,727.7,1175.9,888.0,1503.0,38.695,31.11,727.7
G-N,SK,2009,727.7,1175.9,888.0,1503.0,38.695,31.11,888.0
G-N,SK,2009,727.7,1175.9,888.0,1503.0,38.695,31.11,1175.9
G-N,SK,2009,727.7,1175.9,888.0,1503.0,38.695,31.11,1503.0
G-N,SK,2010,846.1,1435.7,1141.0,1986.0,50.836,29.01,168.6
G-N,SK,2010,846.1,1435.7,1141.0,1986.0,50.836,29.01,237.0
G-N,SK,2010,846.1,1435.7,1141.0,1986.0,50.836,29.01,575.0
G-N,SK,2010,846.1,1435.7,1141.0,1986.0,50.836,29.01,846.1
G-N,SK,2010,846.1,1435.7,1141.0,1986.0,50.836,29.01,1141.0
G-N,SK,2010,846.1,1435.7,1141.0,1986.0,50.836,29.01,1435.7
G-N,SK,2010,846.1,1435.7,1141.0,1986.0,50.836,29.01,1986.0
G-N,SK,2011,903.4,1291.7,1246.0,1872.0,63.275,36.33,225.2
G-N,SK,2011,903.4,1291.7,1246.0,1872.0,63.275,36.33,295.0
G-N,SK,2011,903.4,1291.7,1246.0,1872.0,63.275,36.33,510.0
G-N,SK,2011,903.4,1291.7,1246.0,1872.0,63.275,36.33,903.4
G-N,SK,2011,903.4,1291.7,1246.0,1872.0,63.275,36.33,1246.0
G-N,SK,2011,903.4,1291.7,1246.0,1872.0,63.275,36.33,1291.7
G-N,SK,2011,903.4,1291.7,1246.0,1872.0,63.275,36.33,1872.0
G-N,SK,2012,1201.3,1587.6,1550.0,2176.0,107.147,44.28,261.4
G-N,SK,2012,1201.3,1587.6,1550.0,2176.0,107.147,44.28,336.0
G-N,SK,2012,1201.3,1587.6,1550.0,2176.0,107.147,44.28,538.0
G-N,SK,2012,1201.3,1587.6,1550.0,2176.0,107.147,44.28,1201.3
G-N,SK,2012,1201.3,1587.6,1550.0,2176.0,107.147,44.28,1550.0
G-N,SK,2012,1201.3,1587.6,1550.0,2176.0,107.147,44.28,1587.6
G-N,SK,2012,1201.3,1587.6,1550.0,2176.0,107.147,44.28,2176.0
G-N,SK,2013,1262.7,1689.8,1623.0,2315.0,116.579,41.25,277.9
G-N,SK,2013,1262.7,1689.8,1623.0,2315.0,116.579,41.25,372.0
G-N,SK,2013,1262.7,1689.8,1623.0,2315.0,116.579,41.25,579.0
G-N,SK,2013,1262.7,1689.8,1623.0,2315.0,116.579,41.25,1262.7
G-N,SK,2013,1262.7,1689.8,1623.0,2315.0,116.579,41.25,1623.0
G-N,SK,2013,1262.7,1689.8,1623.0,2315.0,116.579,41.25,1689.8
G-N,SK,2013,1262.7,1689.8,1623.0,2315.0,116.579,41.25,2315.0
G-N,SK,2014,1051.4,1525.7,1460.0,2177.0,78.766,31.93,191.7
G-N,SK,2014,1051.4,1525.7,1460.0,2177.0,78.766,31.93,278.0
G-N,SK,2014,1051.4,1525.7,1460.0,2177.0,78.766,31.93,497.0
G-N,SK,2014,1051.4,1525.7,1460.0,2177.0,78.766,31.93,1051.4
G-N,SK,2014,1051.4,1525.7,1460.0,2177.0,78.766,31.93,1460.0
G-N,SK,2014,1051.4,1525.7,1460.0,2177.0,78.766,31.93,1525.7
G-N,SK,2014,1051.4,1525.7,1460.0,2177.0,78.766,31.93,2177.0
G-N,SK,2015,995.7,1407.5,1570.0,2185.0,82.779,31.94,182.4
G-N,SK,2015,995.7,1407.5,1570.0,2185.0,82.779,31.94,290.0
G-N,SK,2015,995.7,1407.5,1570.0,2185.0,82.779,31.94,468.0
G-N,SK,2015,995.7,1407.5,1570.0,2185.0,82.779,31.94,995.7
G-N,SK,2015,995.7,1407.5,1570.0,2185.0,82.779,31.94,1570.0
G-N,SK,2015,995.7,1407.5,1570.0,2185.0,82.779,31.94,1407.5
G-N,SK,2015,995.7,1407.5,1570.0,2185.0,82.779,31.94,2185.0
G-N,SK,2016,1226.4,1764.4,1969.0,2960.0,94.17,29.18,162.3
G-N,SK,2016,1226.4,1764.4,1969.0,2960.0,94.17,29.18,260.0
G-N,SK,2016,1226.4,1764.4,1969.0,2960.0,94.17,29.18,582.0
G-N,SK,2016,1226.4,1764.4,1969.0,2960.0,94.17,29.18,1226.4
G-N,SK,2016,1226.4,1764.4,1969.0,2960.0,94.17,29.18,1969.0
G-N,SK,2016,1226.4,1764.4,1969.0,2960.0,94.17,29.18,1764.4
G-N,SK,2016,1226.4,1764.4,1969.0,2960.0,94.17,29.18,2960.0
G-N,SK,2017,1467.4,2117.6,2140.0,3074.0,116.681,28.79,227.3
G-N,SK,2017,1467.4,2117.6,2140.0,3074.0,116.681,28.79,349.0
G-N,SK,2017,1467.4,2117.6,2140.0,3074.0,116.681,28.79,589.0
G-N,SK,2017,1467.4,2117.6,2140.0,3074.0,116.681,28.79,1467.4
G-N,SK,2017,1467.4,2117.6,2140.0,3074.0,116.681,28.79,2140.0
G-N,SK,2017,1467.4,2117.6,2140.0,3074.0,116.681,28.79,2117.6
G-N,SK,2017,1467.4,2117.6,2140.0,3074.0,116.681,28.79,3074.0
G-N,SK,2018,1804.7,2545.8,2628.0,3823.0,121.2,29.85,269.0
G-N,SK,2018,1804.7,2545.8,2628.0,3823.0,121.2,29.85,381.0
G-N,SK,2018,1804.7,2545.8,2628.0,3823.0,121.2,29.85,706.0
G-N,SK,2018,1804.7,2545.8,2628.0,3823.0,121.2,29.85,1804.7
G-N,SK,2018,1804.7,2545.8,2628.0,3823.0,121.2,29.85,2628.0
G-N,SK,2018,1804.7,2545.8,2628.0,3823.0,121.2,29.85,2545.8
G-N,SK,2018,1804.7,2545.8,2628.0,3823.0,121.2,29.85,3823.0
G-N,SK,2019,1945.3,2892.7,2728.0,4392.0,148.266,34.82,279.4
G-N,SK,2019,1945.3,2892.7,2728.0,4392.0,148.266,34.82,404.0
G-N,SK,2019,1945.3,2892.7,2728.0,4392.0,148.266,34.82,897.0
G-N,SK,2019,1945.3,2892.7,2728.0,4392.0,148.266,34.82,1945.3
G-N,SK,2019,1945.3,2892.7,2728.0,4392.0,148.266,34.82,2728.0
G-N,SK,2019,1945.3,2892.7,2728.0,4392.0,148.266,34.82,2892.7
G-N,SK,2019,1945.3,2892.7,2728.0,4392.0,148.266,34.82,4392.0
G-N,SK,2020,2189.8,4215.2,3081.0,5882.0,234.039,51.59,346.4
G-N,SK,2020,2189.8,4215.2,3081.0,5882.0,234.039,51.59,490.0
G-N,SK,2020,2189.8,4215.2,3081.0,5882.0,234.039,51.59,1150.0
G-N,SK,2020,2189.8,4215.2,3081.0,5882.0,234.039,51.59,2189.8
G-N,SK,2020,2189.8,4215.2,3081.0,5882.0,234.039,51.59,3081.0
G-N,SK,2020,2189.8,4215.2,3081.0,5882.0,234.039,51.59,4215.2
G-N,SK,2020,2189.8,4215.2,3081.0,5882.0,234.039,51.59,5882.0
G-N,SK,2021,2295.8,3903.5,3480.0,5683.0,241.928,47.01,359.1
G-N,SK,2021,2295.8,3903.5,3480.0,5683.0,241.928,47.01,571.0
G-N,SK,2021,2295.8,3903.5,3480.0,5683.0,241.928,47.01,1075.0
G-N,SK,2021,2295.8,3903.5,3480.0,5683.0,241.928,47.01,2295.8
G-N,SK,2021,2295.8,3903.5,3480.0,5683.0,241.928,47.01,3480.0
G-N,SK,2021,2295.8,3903.5,3480.0,5683.0,241.928,47.01,3903.5
G-N,SK,2021,2295.8,3903.5,3480.0,5683.0,241.928,47.01,5683.0
G-N,SK,2022,3086.2,4448.4,4413.0,6692.0,297.381,48.35,524.4
G-N,SK,2022,3086.2,4448.4,4413.0,6692.0,297.381,48.35,770.0
G-N,SK,2022,3086.2,4448.4,4413.0,6692.0,297.381,48.35,1313.0
G-N,SK,2022,3086.2,4448.4,4413.0,6692.0,297.381,48.35,3086.2
G-N,SK,2022,3086.2,4448.4,4413.0,6692.0,297.381,48.35,4413.0
G-N,SK,2022,3086.2,4448.4,4413.0,6692.0,297.381,48.35,4448.4
G-N,SK,2022,3086.2,4448.4,4413.0,6692.0,297.381,48.35,6692.0
G-N,SK,2023,3665.8,5050.7,5345.0,7712.0,323.52,45.33,
G-N,SK,2023,3665.8,5050.7,5345.0,7712.0,323.52,45.33,
G-N,SK,2023,3665.8,5050.7,5345.0,7712.0,323.52,45.33,
G-N,SK,2023,3665.8,5050.7,5345.0,7712.0,323.52,45.33,
G-N,SK,2023,3665.8,5050.7,5345.0,7712.0,323.52,45.33,
G-N,SK,2023,3665.8,5050.7,5345.0,7712.0,323.52,45.33,
G-N,SK,2023,3665.8,5050.7,5345.0,7712.0,323.52,45.33,
G-N,TR,2005,,,,,,,
G-N,TR,2005,,,,,,,
G-N,TR,2005,,,,,,,
G-N,TR,2005,,,,,,,
G-N,TR,2005,,,,,,,
G-N,TR,2005,,,,,,,
G-N,TR,2005,,,,,,,
G-N,TR,2006,,,,,,,
G-N,TR,2006,,,,,,,
G-N,TR,2006,,,,,,,
G-N,TR,2006,,,,,,,
G-N,TR,2006,,,,,,,
G-N,TR,2006,,,,,,,
G-N,TR,2006,,,,,,,
G-N,TR,2007,,,,,,,
G-N,TR,2007,,,,,,,
G-N,TR,2007,,,,,,,
G-N,TR,2007,,,,,,,
G-N,TR,2007,,,,,,,
G-N,TR,2007,,,,,,,
G-N,TR,2007,,,,,,,
G-N,TR,2008,,,,,,,
G-N,TR,2008,,,,,,,
G-N,TR,2008,,,,,,,
G-N,TR,2008,,,,,,,
G-N,TR,2008,,,,,,,
G-N,TR,2008,,,,,,,
G-N,TR,2008,,,,,,,
G-N,TR,2009,9305.2,11934.0,10757.0,14207.0,529.807,35.42,
G-N,TR,2009,9305.2,11934.0,10757.0,14207.0,529.807,35.42,2678.0
G-N,TR,2009,9305.2,11934.0,10757.0,14207.0,529.807,35.42,3633.0
G-N,TR,2009,9305.2,11934.0,10757.0,14207.0,529.807,35.42,9305.2
G-N,TR,2009,9305.2,11934.0,10757.0,14207.0,529.807,35.42,10757.0
G-N,TR,2009,9305.2,11934.0,10757.0,14207.0,529.807,35.42,11934.0
G-N,TR,2009,9305.2,11934.0,10757.0,14207.0,529.807,35.42,14207.0
G-N,TR,2010,13669.9,17306.7,15763.0,20183.0,922.936,46.73,3322.6
G-N,TR,2010,13669.9,17306.7,15763.0,20183.0,922.936,46.73,3916.0
G-N,TR,2010,13669.9,17306.7,15763.0,20183.0,922.936,46.73,5116.0
G-N,TR,2010,13669.9,17306.7,15763.0,20183.0,922.936,46.73,13669.9
G-N,TR,2010,13669.9,17306.7,15763.0,20183.0,922.936,46.73,15763.0
G-N,TR,2010,13669.9,17306.7,15763.0,20183.0,922.936,46.73,17306.7
G-N,TR,2010,13669.9,17306.7,15763.0,20183.0,922.936,46.73,20183.0
G-N,TR,2011,16069.4,21405.5,18407.0,25051.0,921.859,44.74,3806.3
G-N,TR,2011,16069.4,21405.5,18407.0,25051.0,921.859,44.74,4374.0
G-N,TR,2011,16069.4,21405.5,18407.0,25051.0,921.859,44.74,6198.0
G-N,TR,2011,16069.4,21405.5,18407.0,25051.0,921.859,44.74,16069.4
G-N,TR,2011,16069.4,21405.5,18407.0,25051.0,921.859,44.74,18407.0
G-N,TR,2011,16069.4,21405.5,18407.0,25051.0,921.859,44.74,21405.5
